Bobby Reid,JAM,"FW,DF",29,14,14,1211.0,3.0,1.0,0.0,6.0,0.0,2.5,0.6,Fulham
Harrison Reed,ENG,MF,27,14,14,1175.0,2.0,1.0,0.0,5.0,0.0,1.0,1.6,Fulham
Bernd Leno,GER,GK,30,13,13,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Antonee Robinson,USA,DF,25,13,13,1108.0,0.0,0.0,0.0,4.0,0.0,0.0,0.3,Fulham
Aleksandar Mitrović,SRB,FW,28,12,12,1017.0,9.0,0.0,3.0,4.0,0.0,7.7,1.3,Fulham
Tosin Adarabioyo,ENG,DF,25,10,10,900.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,Fulham
Neeskens Kebano,COD,FW,30,12,9,713.0,0.0,3.0,0.0,0.0,0.0,0.5,1.4,Fulham
Kenny Tete,NED,DF,27,9,8,708.0,0.0,3.0,0.0,5.0,0.0,0.1,0.3,Fulham
Issa Diop,FRA,DF,25,8,6,598.0,1.0,0.0,0.0,1.0,0.0,0.3,0.0,Fulham
Willian,BRA,FW,34,8,6,564.0,1.0,1.0,0.0,0.0,0.0,1.7,1.2,Fulham
Carlos Vinícius,BRA,FW,27,9,3,327.0,0.0,0.0,0.0,1.0,0.0,0.3,0.4,Fulham
Daniel James,WAL,FW,25,8,3,307.0,1.0,0.0,0.0,0.0,0.0,1.3,0.3,Fulham
Harry Wilson,WAL,FW,25,7,3,268.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,Fulham
Marek Rodák,SVK,GK,25,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Tom Cairney,SCO,MF,31,15,1,343.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,Fulham
Kevin Mbabu,SUI,"DF,FW",27,6,1,144.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,Fulham
Jay Stansfield,ENG,FW,20,3,1,87.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,Fulham
Layvin Kurzawa,FRA,DF,30,1,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Nathaniel Chalobah,ENG,MF,27,3,1,11.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,Fulham
Manor Solomon,ISR,FW,23,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Josh Onomah,ENG,MF,25,2,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Luke Harris,WAL,"FW,MF",17,2,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Shane Duffy,IRL,"FW,DF",30,4,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Tyrese Francois,AUS,FW,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Terry Ablade,FIN,FW,21,0,0,0,0,0,0,0,0,0,0,Fulham
Rodrigo Muniz,BRA,FW,21,0,0,0,0,0,0,0,0,0,0,Fulham
Stefan Parkes,ENG,DF,18,0,0,0,0,0,0,0,0,0,0,Fulham
Kristian Sekularac,ENG,MF,18,0,0,0,0,0,0,0,0,0,0,Fulham
David Raya,ESP,GK,27,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Rico Henry,ENG,DF,25,15,15,1346.0,0.0,1.0,0.0,0.0,0.0,0.5,0.8,Brentford
Mathias Jensen,DEN,MF,26,15,15,1127.0,1.0,3.0,0.0,2.0,0.0,0.5,2.0,Brentford
Bryan Mbeumo,CMR,FW,23,15,15,1120.0,3.0,1.0,1.0,3.0,0.0,3.6,1.6,Brentford
Ivan Toney,ENG,FW,26,14,14,1260.0,10.0,2.0,3.0,5.0,0.0,8.0,2.1,Brentford
Ben Mee,ENG,DF,33,14,14,1208.0,2.0,0.0,0.0,1.0,0.0,1.2,0.1,Brentford
Vitaly Janelt,GER,"MF,DF",24,15,11,990.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7,Brentford
Aaron Hickey,SCO,DF,20,9,8,679.0,0.0,0.0,0.0,4.0,0.0,0.1,0.0,Brentford
Josh Dasilva,ENG,MF,24,15,7,687.0,2.0,1.0,0.0,1.0,0.0,0.5,1.1,Brentford
Ethan Pinnock,JAM,DF,29,7,7,630.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Brentford
Yoane Wissa,COD,FW,26,15,6,642.0,3.0,1.0,0.0,1.0,0.0,2.6,1.0,Brentford
Pontus Jansson,SWE,DF,31,6,6,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Kristoffer Ajer,NOR,DF,24,6,6,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Mathias Jørgensen,DEN,DF,32,8,5,457.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,Brentford
Mads Roerslev,DEN,DF,23,7,5,433.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,Brentford
Frank Onyeka,NGA,MF,24,12,4,442.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5,Brentford
Shandon Baptiste,GRN,MF,24,12,4,431.0,0.0,0.0,0.0,1.0,0.0,0.2,0.7,Brentford
Christian Nørgaard,DEN,MF,28,5,4,338.0,1.0,0.0,0.0,0.0,0.0,0.4,0.1,Brentford
Keane Lewis-Potter,ENG,"FW,MF",21,7,3,287.0,0.0,1.0,0.0,0.0,0.0,0.5,1.2,Brentford
Mikkel Damsgaard,DEN,"MF,FW",22,9,1,267.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,Brentford
Sergi Canós,ESP,"FW,DF",25,4,0,74.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Brentford
Saman Ghoddos,IRN,"MF,FW",29,6,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Mads Bech Sørensen,DEN,"DF,MF",23,3,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Halil Dervişoğlu,TUR,MF,22,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Matthew Cox,ENG,GK,19,0,0,0,0,0,0,0,0,0,0,Brentford
Tristan Crama,FRA,MF,21,0,0,0,0,0,0,0,0,0,0,Brentford
Finley Stevens,WAL,DF,19,0,0,0,0,0,0,0,0,0,0,Brentford
Thomas Strakosha,ALB,GK,27,0,0,0,0,0,0,0,0,0,0,Brentford
Ryan Trevitt,ENG,MF,19,0,0,0,0,0,0,0,0,0,0,Brentford
Yehor Yarmoliuk,UKR,MF,18,0,0,0,0,0,0,0,0,0,0,Brentford
Vicente Guaita,ESP,GK,35,14,14,1260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Crystal-Palace
Marc Guéhi,ENG,DF,22,14,14,1260.0,0.0,0.0,0.0,5.0,0.0,0.2,0.1,Crystal-Palace
Eberechi Eze,ENG,"MF,FW",24,14,14,1139.0,2.0,3.0,0.0,0.0,0.0,2.0,2.1,Crystal-Palace
Joachim Andersen,DEN,DF,26,13,13,1170.0,1.0,0.0,0.0,2.0,0.0,0.9,0.4,Crystal-Palace
Wilfried Zaha,CIV,"FW,MF",30,13,13,1147.0,6.0,2.0,0.0,3.0,0.0,4.6,1.6,Crystal-Palace
Jeffrey Schlupp,GHA,MF,29,14,12,1094.0,0.0,0.0,0.0,3.0,0.0,1.0,0.3,Crystal-Palace
Tyrick Mitchell,ENG,DF,23,14,12,977.0,0.0,2.0,0.0,2.0,0.0,0.1,0.6,Crystal-Palace
Cheick Doucouré,MLI,MF,22,12,12,963.0,0.0,1.0,0.0,4.0,0.0,0.4,1.0,Crystal-Palace
Joel Ward,ENG,DF,33,12,11,1021.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,Crystal-Palace
Jordan Ayew,GHA,"FW,MF",31,14,11,904.0,0.0,1.0,0.0,1.0,0.0,0.7,1.2,Crystal-Palace
Odsonne Édouard,FRA,FW,24,13,9,767.0,3.0,2.0,0.0,3.0,0.0,1.9,0.8,Crystal-Palace
Michael Olise,FRA,"MF,FW",20,13,8,754.0,1.0,2.0,0.0,1.0,0.0,0.9,1.7,Crystal-Palace
Nathaniel Clyne,ENG,DF,31,8,7,580.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,Crystal-Palace
Jean-Philippe Mateta,FRA,FW,25,11,2,283.0,1.0,0.0,0.0,2.0,0.0,1.2,0.5,Crystal-Palace
Luka Milivojević,SRB,MF,31,9,2,279.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Crystal-Palace
Will Hughes,ENG,MF,27,8,0,92.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Crystal-Palace
James Tomkins,ENG,DF,33,1,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Chris Richards,USA,DF,22,3,0,47.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,Crystal-Palace
Jaïro Riedewald,NED,"DF,FW",26,3,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Malcolm Ebiowei,ENG,"MF,FW",19,3,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Kofi Balmer,NIR,DF,22,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Owen Goodman,ENG,GK,19,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
John-Kymani Gordon,ENG,FW,19,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Sam Johnstone,ENG,GK,29,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Killian Phillips,IRL,DF,20,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Luke Plange,ENG,FW,20,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Kaden Rodney,ENG,MF,18,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Jack Wells-Morrison,ENG,MF,18,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Joseph Whitworth,ENG,GK,18,0,0,0,0,0,0,0,0,0,0,Crystal-Palace
Emiliano Martínez,ARG,GK,30,15,15,1294.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,Aston-Villa
Ezri Konsa,ENG,DF,25,15,14,1261.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,Aston-Villa
Ollie Watkins,ENG,FW,26,14,13,1172.0,2.0,3.0,0.0,1.0,0.0,4.3,1.9,Aston-Villa
Tyrone Mings,ENG,DF,29,13,13,1170.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,Aston-Villa
John McGinn,SCO,MF,28,15,12,1056.0,0.0,0.0,0.0,4.0,0.0,1.0,0.7,Aston-Villa
Matty Cash,POL,DF,25,13,12,1028.0,0.0,0.0,0.0,3.0,0.0,0.2,0.7,Aston-Villa
Jacob Ramsey,ENG,MF,21,15,12,1021.0,2.0,2.0,0.0,4.0,0.0,1.1,1.2,Aston-Villa
Leon Bailey,JAM,"FW,MF",25,14,11,827.0,3.0,2.0,0.0,4.0,0.0,1.9,2.0,Aston-Villa
Douglas Luiz,BRA,MF,24,14,10,930.0,1.0,2.0,0.0,1.0,1.0,0.2,1.3,Aston-Villa
Lucas Digne,FRA,DF,29,10,9,811.0,1.0,0.0,0.0,2.0,0.0,0.2,0.5,Aston-Villa
Danny Ings,ENG,FW,30,14,8,726.0,5.0,0.0,2.0,3.0,0.0,3.8,0.4,Aston-Villa
Boubacar Kamara,FRA,MF,23,9,8,669.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,Aston-Villa
Ashley Young,ENG,DF,37,11,7,729.0,1.0,0.0,0.0,3.0,0.0,0.2,0.7,Aston-Villa
Emi Buendía,ARG,"FW,MF",25,15,7,726.0,1.0,0.0,0.0,0.0,0.0,2.6,0.8,Aston-Villa
Philippe Coutinho,BRA,"MF,FW",30,12,6,571.0,0.0,0.0,0.0,2.0,0.0,1.0,0.3,Aston-Villa
Leander Dendoncker,BEL,MF,27,8,3,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,Aston-Villa
Diego Carlos,BRA,DF,29,2,2,179.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,Aston-Villa
Calum Chambers,ENG,DF,27,3,1,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Jan Bednarek,POL,DF,26,2,1,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Ludwig Augustinsson,SWE,DF,28,2,1,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Aston-Villa
Robin Olsen,SWE,GK,32,1,0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Cameron Archer,ENG,"FW,MF",21,6,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Morgan Sanson,FRA,MF,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Lamare Bogarde,NED,MF,18,0,0,0,0,0,0,0,0,0,0,Aston-Villa
Tim Iroegbunam,ENG,MF,19,0,0,0,0,0,0,0,0,0,0,Aston-Villa
Marvelous Nakamba,ZIM,MF,28,0,0,0,0,0,0,0,0,0,0,Aston-Villa
Danny Ward,WAL,GK,29,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
James Justin,ENG,DF,24,14,14,1252.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,Leicester-City
Youri Tielemans,BEL,MF,25,15,14,1165.0,3.0,1.0,1.0,1.0,0.0,2.0,2.4,Leicester-City
Kiernan Dewsbury-Hall,ENG,MF,24,15,14,1134.0,1.0,2.0,0.0,1.0,0.0,0.7,2.1,Leicester-City
Timothy Castagne,BEL,DF,26,14,13,1191.0,1.0,2.0,0.0,0.0,0.0,1.4,1.1,Leicester-City
James Maddison,ENG,"MF,FW",26,13,13,1098.0,7.0,4.0,0.0,5.0,0.0,2.6,2.9,Leicester-City
Harvey Barnes,ENG,MF,24,13,13,1086.0,6.0,0.0,0.0,0.0,0.0,3.5,0.6,Leicester-City
Daniel Amartey,GHA,DF,27,12,10,915.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,Leicester-City
Jonny Evans,NIR,DF,34,9,9,810.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Leicester-City
Wout Faes,BEL,DF,24,9,9,810.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,Leicester-City
Boubakary Soumaré,FRA,MF,23,11,9,668.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,Leicester-City
Jamie Vardy,ENG,FW,35,15,8,751.0,1.0,4.0,0.0,1.0,0.0,2.1,0.4,Leicester-City
Patson Daka,ZAM,FW,24,14,7,642.0,3.0,2.0,0.0,2.0,0.0,2.3,1.8,Leicester-City
Wilfred Ndidi,NGA,"MF,DF",25,10,7,638.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,Leicester-City
Luke Thomas,ENG,DF,21,4,3,273.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Leicester-City
Dennis Praet,BEL,MF,28,7,2,266.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,Leicester-City
Wesley Fofana,FRA,DF,21,2,2,180.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Leicester-City
Kelechi Iheanacho,NGA,"FW,MF",26,10,1,219.0,1.0,1.0,0.0,0.0,0.0,1.5,0.6,Leicester-City
Ayoze Pérez,ESP,MF,29,5,1,148.0,0.0,1.0,0.0,0.0,0.0,0.4,1.2,Leicester-City
Çağlar Söyüncü,TUR,DF,26,1,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
Nampalys Mendy,SEN,MF,30,6,0,152.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Leicester-City
Marc Albrighton,ENG,MF,33,3,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
Samuel Braybrooke,ENG,MF,18,0,0,0,0,0,0,0,0,0,0,Leicester-City
Lewis Brunt,ENG,DF,22,0,0,0,0,0,0,0,0,0,0,Leicester-City
Daniel Iversen,DEN,GK,25,0,0,0,0,0,0,0,0,0,0,Leicester-City
Jannik Vestergaard,DEN,DF,30,0,0,0,0,0,0,0,0,0,0,Leicester-City
Jefferson Lerma,COL,"MF,DF",28,15,15,1350.0,2.0,0.0,0.0,3.0,0.0,1.2,0.3,Bournemouth
Adam Smith,ENG,DF,31,15,15,1305.0,0.0,1.0,0.0,4.0,0.0,0.4,0.4,Bournemouth
Marcus Tavernier,ENG,"MF,FW",23,15,15,1283.0,2.0,4.0,0.0,1.0,0.0,1.7,2.2,Bournemouth
Chris Mepham,WAL,DF,25,14,14,1251.0,0.0,0.0,0.0,5.0,0.0,0.3,0.1,Bournemouth
Lewis Cook,ENG,MF,25,15,13,1193.0,0.0,2.0,0.0,2.0,0.0,0.1,2.0,Bournemouth
Philip Billing,DEN,"MF,FW",26,15,13,1133.0,4.0,1.0,0.0,1.0,0.0,1.2,1.2,Bournemouth
Dominic Solanke,ENG,"FW,MF",25,13,12,1071.0,3.0,3.0,0.0,0.0,0.0,2.4,1.1,Bournemouth
Marcos Senesi,ARG,DF,25,12,11,939.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,Bournemouth
Jordan Zemura,ZIM,DF,23,11,9,788.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,Bournemouth
Ryan Christie,SCO,"MF,FW",27,13,9,718.0,1.0,0.0,0.0,1.0,0.0,1.3,0.3,Bournemouth
Kieffer Moore,WAL,FW,30,15,8,750.0,4.0,0.0,0.0,0.0,0.0,2.0,0.3,Bournemouth
Neto,BRA,GK,33,8,8,675.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Bournemouth
Mark Travers,IRL,GK,23,8,7,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Ryan Fredericks,ENG,DF,30,8,5,451.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Bournemouth
Lloyd Kelly,ENG,DF,24,5,5,450.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,Bournemouth
Ben Pearson,ENG,MF,27,5,3,214.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bournemouth
Jaidon Anthony,ENG,"FW,MF",22,10,1,272.0,2.0,0.0,0.0,0.0,0.0,0.9,0.1,Bournemouth
Jack Stacey,ENG,DF,26,6,1,134.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Bournemouth
Jack Stephens,ENG,DF,28,3,1,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Bournemouth
Junior Stanislas,ENG,MF,33,4,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Bournemouth
Joe Rothwell,ENG,"MF,DF",27,2,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Owen Bevan,WAL,DF,19,1,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Emiliano Marcondes,DEN,MF,27,1,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Siriki Dembélé,CIV,FW,26,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Jamal Lowe,JAM,FW,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Will Dennis,ENG,GK,22,0,0,0,0,0,0,0,0,0,0,Bournemouth
James Hill,ENG,DF,20,0,0,0,0,0,0,0,0,0,0,Bournemouth
Cameron Plain,ENG,GK,20,0,0,0,0,0,0,0,0,0,0,Bournemouth
Christian Saydee,LBR,MF,20,0,0,0,0,0,0,0,0,0,0,Bournemouth
Illan Meslier,FRA,GK,22,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Robin Koch,GER,DF,26,14,14,1215.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,Leeds-United
Brenden Aaronson,USA,"MF,FW",22,14,14,1189.0,1.0,2.0,0.0,2.0,0.0,1.9,2.9,Leeds-United
Marc Roca,ESP,MF,26,14,14,1031.0,1.0,1.0,0.0,3.0,0.0,0.9,0.5,Leeds-United
Tyler Adams,USA,MF,23,13,13,1166.0,0.0,0.0,0.0,4.0,1.0,0.0,0.9,Leeds-United
Pascal Struijk,NED,DF,23,13,13,1164.0,1.0,1.0,0.0,2.0,0.0,0.9,2.3,Leeds-United
Rasmus Nissen,DEN,DF,25,12,12,1048.0,0.0,1.0,0.0,4.0,0.0,0.4,0.8,Leeds-United
Jack Harrison,ENG,"FW,MF",26,13,12,937.0,1.0,3.0,0.0,2.0,0.0,1.3,1.9,Leeds-United
Rodrigo,ESP,"FW,MF",31,13,12,886.0,9.0,1.0,1.0,1.0,0.0,5.4,1.2,Leeds-United
Liam Cooper,SCO,DF,31,8,7,675.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,Leeds-United
Diego Llorente,ESP,DF,29,7,7,630.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,Leeds-United
Luis Sinisterra,COL,FW,23,9,6,453.0,2.0,0.0,0.0,3.0,1.0,1.5,0.2,Leeds-United
Crysencio Summerville,NED,"FW,MF",21,10,4,473.0,4.0,0.0,0.0,1.0,0.0,1.5,0.3,Leeds-United
Patrick Bamford,ENG,FW,29,10,4,429.0,0.0,1.0,0.0,0.0,0.0,4.1,0.3,Leeds-United
Daniel James,WAL,FW,25,4,2,198.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,Leeds-United
Sam Greenwood,ENG,"MF,FW",20,6,1,188.0,1.0,1.0,0.0,0.0,0.0,0.5,0.3,Leeds-United
Joe Gelhardt,ENG,FW,20,11,1,169.0,0.0,1.0,0.0,1.0,0.0,0.7,0.1,Leeds-United
Luke Ayling,ENG,DF,31,7,1,159.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1,Leeds-United
Junior Firpo,ESP,DF,26,2,1,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Leeds-United
Degnand Gnonto,ITA,"FW,MF",19,3,1,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,Leeds-United
Cody Drameh,ENG,DF,20,1,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Mateusz Klich,POL,"MF,FW",32,11,0,199.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,Leeds-United
Adam Forshaw,ENG,MF,31,3,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,Leeds-United
Mateo Fernández,ESP,MF,19,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Leo Fuhr Hjelde,NOR,DF,19,0,0,0,0,0,0,0,0,0,0,Leeds-United
Archie Gray,ENG,MF,16,0,0,0,0,0,0,0,0,0,0,Leeds-United
Darko Gyabi,ENG,MF,18,0,0,0,0,0,0,0,0,0,0,Leeds-United
Kristoffer Klaesson,NOR,GK,22,0,0,0,0,0,0,0,0,0,0,Leeds-United
Sonny Perkins,ENG,FW,18,0,0,0,0,0,0,0,0,0,0,Leeds-United
Joel Robles,ESP,GK,32,0,0,0,0,0,0,0,0,0,0,Leeds-United
Declan Rice,ENG,MF,23,15,15,1350.0,1.0,1.0,0.0,2.0,0.0,1.4,1.8,West-Ham-United
Jarrod Bowen,ENG,FW,25,15,15,1340.0,2.0,0.0,1.0,0.0,0.0,4.3,1.9,West-Ham-United
Tomáš Souček,CZE,MF,27,15,15,1307.0,1.0,1.0,0.0,1.0,0.0,2.5,0.6,West-Ham-United
Łukasz Fabiański,POL,GK,37,15,15,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Aaron Cresswell,ENG,DF,32,14,14,1240.0,0.0,0.0,0.0,2.0,0.0,0.2,2.5,West-Ham-United
Kurt Zouma,FRA,DF,28,14,14,1184.0,1.0,0.0,0.0,0.0,0.0,1.1,0.0,West-Ham-United
Thilo Kehrer,GER,DF,26,13,13,1170.0,0.0,0.0,0.0,4.0,0.0,0.3,0.2,West-Ham-United
Pablo Fornals,ESP,"FW,MF",26,14,9,776.0,1.0,0.0,0.0,0.0,0.0,0.6,1.0,West-Ham-United
Gianluca Scamacca,ITA,FW,23,13,9,755.0,2.0,0.0,0.0,3.0,0.0,2.1,0.6,West-Ham-United
Saïd Benrahma,ALG,"FW,MF",27,13,7,751.0,2.0,1.0,1.0,0.0,0.0,2.4,1.1,West-Ham-United
Vladimír Coufal,CZE,"DF,MF",30,9,7,685.0,0.0,0.0,0.0,1.0,0.0,0.1,0.6,West-Ham-United
Lucas Paquetá,BRA,"MF,FW",25,8,7,587.0,0.0,2.0,0.0,2.0,0.0,1.3,0.6,West-Ham-United
Michail Antonio,JAM,FW,32,14,6,607.0,2.0,1.0,0.0,1.0,0.0,2.0,0.4,West-Ham-United
Ben Johnson,ENG,DF,22,7,6,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,West-Ham-United
Craig Dawson,ENG,DF,32,5,5,450.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,West-Ham-United
Flynn Downes,ENG,MF,23,6,3,265.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,West-Ham-United
Emerson Palmieri,ITA,"DF,MF",28,7,3,224.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,West-Ham-United
Manuel Lanzini,ARG,"MF,FW",29,5,1,126.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,West-Ham-United
Maxwel Cornet,CIV,FW,26,5,1,91.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,West-Ham-United
Alphonse Areola,FRA,GK,29,2,0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Nayef Aguerd,MAR,DF,26,1,0,76.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,West-Ham-United
Angelo Ogbonna,ITA,DF,34,2,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,West-Ham-United
Conor Coventry,IRL,"MF,FW",22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Harrison Ashby,SCO,DF,21,0,0,0,0,0,0,0,0,0,0,West-Ham-United
Armstrong Okoflex,IRL,MF,20,0,0,0,0,0,0,0,0,0,0,West-Ham-United
Darren Randolph,IRL,GK,35,0,0,0,0,0,0,0,0,0,0,West-Ham-United
Nikola Vlašić,CRO,"FW,MF",25,0,0,0,0,0,0,0,0,0,0,West-Ham-United
James Tarkowski,ENG,DF,30,15,15,1350.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,Everton
Alex Iwobi,NGA,MF,26,15,15,1332.0,1.0,5.0,0.0,1.0,0.0,0.7,2.6,Everton
Demarai Gray,ENG,"FW,MF",26,15,15,1284.0,1.0,0.0,0.0,1.0,0.0,2.4,2.1,Everton
Vitaliy Mykolenko,UKR,"DF,MF",23,15,15,1283.0,0.0,0.0,0.0,2.0,0.0,0.4,0.5,Everton
Jordan Pickford,ENG,GK,28,14,14,1260.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,Everton
Conor Coady,ENG,DF,29,14,14,1250.0,1.0,1.0,0.0,1.0,0.0,0.6,0.3,Everton
Amadou Onana,BEL,MF,21,14,12,1035.0,0.0,1.0,0.0,4.0,0.0,1.7,1.0,Everton
Anthony Gordon,ENG,FW,21,14,11,983.0,3.0,0.0,0.0,6.0,0.0,2.7,0.6,Everton
Idrissa Gana Gueye,SEN,MF,33,10,9,738.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,Everton
Nathan Patterson,SCO,"DF,MF",21,10,8,767.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3,Everton
Dwight McNeil,ENG,"FW,DF",23,15,8,734.0,2.0,0.0,0.0,2.0,0.0,0.6,1.2,Everton
